gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
001078,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABBOTT LABORATORIES,ABT,002824100,0000001800,2834,325412
001300,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HONEYWELL INTERNATIONAL INC,HON,438516106,0000773840,3822,334512
001356,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALCOA INC,AA,013817200,0000004281,3350,331318
001356,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALCOA INC,AA,013817101,0000004281,3350,331318
001440,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN ELECTRIC POWER CO,AEP,025537200,0000004904,4911,2211
001440,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN ELECTRIC POWER CO,AEP,025537101,0000004904,4911,2211
001976,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAKER HUGHES INC,BHI,057224107,0000808362,1381,213111
002285,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOEING CO,BA,097023105,0000012927,3721,336411
002403,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BRISTOL-MYERS SQUIBB CO,BMY,110122207,0000014272,2834,325412
002403,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BRISTOL-MYERS SQUIBB CO,BMY,110122108,0000014272,2834,325412
002663,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAMPBELL SOUP CO,CPB,134429109,0000016732,2030,311422
002817,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CATERPILLAR INC,CAT,149123101,0000018230,3531,333120
002991,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHEVRON CORP,CVX,166764100,0000093410,2911,324110
003144,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COCA-COLA CO,KO,191216100,0000021344,2086,312111
003170,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COLGATE-PALMOLIVE CO,CL,194162103,0000021665,2844,325620
003413,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONSOLIDATED EDISON INC,ED,209115104,0001047862,4931,22111
003413,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONSOLIDATED EDISON INC,ED,209115203,0001047862,4931,22111
003532,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CORNING INC,GLW,219350105,0000024741,3679,334419
003835,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEERE & CO,DE,244199105,0000315189,3523,333111
003897,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DTE ENERGY CO,DTE,233331107,0000936340,4931,2211
003897,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DTE ENERGY CO,DTE,233331206,0000936340,4931,2211
004029,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOMINION RESOURCES INC,D,25746U109,0000715957,4911,22111
004060,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOW CHEMICAL,DOW,260543103,0000029915,2821,325211
004087,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DU PONT (E I) DE NEMOURS,DD,263534307,0000030554,2820,3252
004087,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DU PONT (E I) DE NEMOURS,DD,263534208,0000030554,2820,3252
004087,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DU PONT (E I) DE NEMOURS,DD,263534109,0000030554,2820,3252
004199,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EATON CORP PLC,ETN,G29183103,0000031277,3620,335314
004503,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,324110
004839,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FORD MOTOR CO,F,345370860,0000037996,3711,33611
005046,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL DYNAMICS CORP,GD,369550108,0000040533,3721,336411
005047,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL ELECTRIC CO,GE,369604103,0000040545,9997,999977
005234,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GOODYEAR TIRE & RUBBER CO,GT,382550101,0000042582,3011,326211
005439,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HALLIBURTON CO,HAL,406216101,0000045012,1389,213112
005597,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HERSHEY CO,HSY,427866108,0000047111,2060,311351
005597,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HERSHEY CO,HSY,427866306,0000047111,2060,311351
006066,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL BUSINESS MACHINES CORP,IBM,459200101,0000051143,7370,541519
006104,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL PAPER CO,IP,460146103,0000051434,2631,322130
006375,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KELLOGG CO,K,487836108,0000055067,2040,311230
006435,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KIMBERLY-CLARK CORP,KMB,494368103,0000055785,2621,322121
006502,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KROGER CO,KR,501044101,0000056873,5411,445110
007163,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCGRAW HILL FINANCIAL,MHFI,580645109,0000064040,7323,561450
007241,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CVS CAREMARK CORP,CVS,126650100,0000064803,5912,446110
007257,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MERCK & CO,MRK,58933Y105,0000310158,2834,325412
007366,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENTERGY CORP,ETR,29364G103,0000065984,4911,22111
007435,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,3M CO,MMM,88579Y101,0000066740,2670,322220
007585,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOTOROLA SOLUTIONS INC,MSI,620076307,0000068505,3663,334220
007585,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOTOROLA SOLUTIONS INC,MSI,620076208,0000068505,3663,334220
007923,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORFOLK SOUTHERN CORP,NSC,655844108,0000702165,4011,482111
007977,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XCEL ENERGY INC,XEL,98389B506,0000072903,4931,2211
007977,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XCEL ENERGY INC,XEL,98389B407,0000072903,4931,2211
007977,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XCEL ENERGY INC,XEL,98389B209,0000072903,4931,2211
007977,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XCEL ENERGY INC,XEL,98389B100,0000072903,4931,2211
007977,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XCEL ENERGY INC,XEL,98389B308,0000072903,4931,2211
008099,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIRSTENERGY CORP,FE,337932107,0001031296,4911,22111
008247,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PPG INDUSTRIES INC,PPG,693506107,0000079879,2851,325510
008264,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PG&E CORP,PCG,69331C108,0001004980,4931,2211
008272,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEMPRA ENERGY,SRE,816851109,0001032208,4931,22111
008479,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEPSICO INC,PEP,713448108,0000077476,2080,311919
008530,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PFIZER INC,PFE,717081103,0000078003,2834,325412
008539,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXELON CORP,EXC,693304404,0001109357,4911,22111
008539,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXELON CORP,EXC,693304503,0001109357,4911,22111
008539,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXELON CORP,EXC,693304305,0001109357,4911,22111
008539,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXELON CORP,EXC,693304206,0001109357,4911,22111
008539,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXELON CORP,EXC,30161N101,0001109357,4911,22111
008543,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTRIA GROUP INC,MO,02209S103,0000764180,2111,312230
008549,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONOCOPHILLIPS,COP,20825C104,0001163165,1311,211111
008606,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PITNEY BOWES INC,PBI,724479308,0000078814,3579,333318
008606,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PITNEY BOWES INC,PBI,724479100,0000078814,3579,333318
008762,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROCTER & GAMBLE CO,PG,742718109,0000080424,2840,325611
008810,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PUBLIC SERVICE ENTRP GRP INC,PEG,744573106,0000788784,4931,22111
008972,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RAYTHEON CO,RTN,755111309,0001047122,3812,334511
008972,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RAYTHEON CO,RTN,755111507,0001047122,3812,334511
009203,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROCKWELL AUTOMATION,ROK,773903208,0001024478,3620,335314
009203,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROCKWELL AUTOMATION,ROK,773903109,0001024478,3620,335314
009846,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EDISON INTERNATIONAL,EIX,281020107,0000827052,4911,22111
009850,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHERN CO,SO,842587107,0000092122,4911,2211
010499,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEXAS INSTRUMENTS INC,TXN,882508104,0000097476,3674,334413
010867,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNION PACIFIC CORP,UNP,907818108,0000100885,4011,482111
010983,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED TECHNOLOGIES CORP,UTX,913017109,0000101829,3724,336412
011446,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEADWESTVACO CORP,MWV,583334107,0001159297,2631,322130
011456,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WEYERHAEUSER CO,WY,962166104,0000106535,2400,321
011465,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WHIRLPOOL CORP,WHR,963320106,0000106640,3630,3352
011636,01,000003,19640331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XEROX CORP,XRX,984121103,0000108772,7374,518210
001408,01,000003,19640331,20140430,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEAM INC,BEAM,073730103,0000789073,2085,312140
009667,01,000003,19640630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SHERWIN-WILLIAMS CO,SHW,824348106,0000089800,2851,325510
003650,01,000003,19650331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CUMMINS INC,CMI,231021106,0000026172,3510,333618
004321,01,000003,19650331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3600,335
009465,01,000003,19650331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCHLUMBERGER LTD,SLB,806857108,0000087347,1389,213112
001920,01,000003,19670630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVON PRODUCTS,AVP,054303102,0000008868,2844,325620
002574,01,000003,19670930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CSX CORP,CSX,126408103,0000277948,4011,482111
003121,01,000003,19690331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CLOROX CO/DE,CLX,189054109,0000021076,2842,325612
005071,01,000003,19690331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL MILLS INC,GIS,370334104,0000040704,2040,311230
007881,01,000003,19690630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWMONT MINING CORP,NEM,651639106,0001164727,1040,212221
007881,01,000003,19690630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWMONT MINING CORP,NEM,U65163153,0001164727,1040,212221
007154,01,000003,19700630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCDONALD'S CORP,MCD,580135101,0000063908,5812,722513
006730,01,000003,19701231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LILLY (ELI) & CO,LLY,532457108,0000059478,2834,325412
002086,01,000003,19720930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAXTER INTERNATIONAL INC,BAX,071813109,0000010456,2836,325414
002111,01,000003,19720930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BECTON DICKINSON & CO,BDX,075887109,0000010795,3841,339112
006266,01,000003,19730630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JOHNSON & JOHNSON,JNJ,478160104,0000200406,2834,325412
005125,01,000003,19731231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENUINE PARTS CO,GPC,372460105,0000040987,5013,423120
005606,01,000003,19741231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HEWLETT-PACKARD CO,HPQ,428236103,0000047217,3570,3341
011506,01,000003,19750331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WILLIAMS COS INC,WMB,969457100,0000107263,4922,486210
002044,01,000003,19750630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BARD (C.R.) INC,BCR,067383109,0000009892,3841,339112
004988,01,000003,19751231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GANNETT CO,GCI,364730101,0000039899,2711,511110
006078,01,000003,19760331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL FLAVORS & FRAGRANCES,IFF,459506101,0000051253,2860,325199
001177,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AETNA INC,AET,00817Y108,0001122304,6324,524114
001177,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AETNA INC,AET,00817Y207,0001122304,6324,524114
001447,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN EXPRESS CO,AXP,025816133,0000004962,6199,522320
001447,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN EXPRESS CO,AXP,025816109,0000004962,6199,522320
002547,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIGNA CORP,CI,125509109,0000701221,6324,524114
002968,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JPMORGAN CHASE & CO,JPM,46625H696,0000019617,6020,522110
002968,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JPMORGAN CHASE & CO,JPM,46625H100,0000019617,6020,522110
002968,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JPMORGAN CHASE & CO,JPM,46625H910,0000019617,6020,522110
002968,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JPMORGAN CHASE & CO,JPM,46625H720,0000019617,6020,522110
003024,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHUBB CORP,CB,171232101,0000020171,6331,524126
003024,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHUBB CORP,CB,171232507,0000020171,6331,524126
003505,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOLSON COORS BREWING CO,TAP,60871R100,0000024545,2082,312120
003505,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOLSON COORS BREWING CO,TAP,60871R209,0000024545,2082,312120
003980,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISNEY (WALT) CO,DIS,254687106,0001001039,4888,515120
004093,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2211
004093,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DUKE ENERGY CORP,DUK,264399585,0001326160,4931,2211
004517,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,22111
006742,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINCOLN NATIONAL CORP,LNC,534187208,0000059558,6311,524113
006742,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINCOLN NATIONAL CORP,LNC,534187109,0000059558,6311,524113
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505559,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505567,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505575,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505583,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505591,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505625,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505633,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505617,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505104,0000070858,6020,522110
007647,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,060505815,0000070858,6020,522110
008007,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WELLS FARGO & CO,WFC,949746804,0000072971,6020,522110
008007,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WELLS FARGO & CO,WFC,949746879,0000072971,6020,522110
008007,01,000003,19760630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WELLS FARGO & CO,WFC,949746101,0000072971,6020,522110
003813,01,000003,19761231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TARGET CORP,TGT,87612E106,0000027419,5331,452990
006008,01,000003,19761231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTEL CORP,INTC,458140100,0000050863,3674,334413
002154,01,000003,19780930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEMIS CO INC,BMS,081437105,0000011199,2670,322220
010405,01,000003,19781231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,0001018963,3312,331110
010519,01,000003,19781231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEXTRON INC,TXT,883203309,0000217346,3721,336411
010519,01,000003,19781231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEXTRON INC,TXT,883203200,0000217346,3721,336411
010519,01,000003,19781231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEXTRON INC,TXT,883203101,0000217346,3721,336411
007750,01,000003,19790331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TENET HEALTHCARE CORP,THC,88033G407,0000070318,8062,622110
011060,01,000003,19790630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VF CORP,VFC,918204108,0000103379,2320,315220
011264,01,000003,19791231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WALGREEN CO,WAG,931422109,0000104207,5912,446110
001487,01,000003,19800331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN INTERNATIONAL GROUP,AIG,026874784,0000005272,6331,524126
004818,01,000003,19800331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLUOR CORP,FLR,343412102,0001124198,1600,237990
004598,01,000003,19801231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FEDEX CORP,FDX,31428X106,0001048911,4513,492110
008253,01,000003,19801231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PACCAR INC,PCAR,693718108,0000075362,3711,336120
001891,01,000003,19810331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTOMATIC DATA PROCESSING,ADP,053015103,0000008670,7374,518210
003336,01,000003,19810630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMPUTER SCIENCES CORP,CSC,205363104,0000023082,7370,541512
005256,01,000003,19810630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GRAINGER (W W) INC,GWW,384802104,0000277135,5000,42
007085,01,000003,19810630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MASCO CORP,MAS,574599106,0000062996,3430,332913
001722,01,000003,19810729,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ARCHER-DANIELS-MIDLAND CO,ADM,039483102,0000007084,2070,31122
007116,01,000003,19820331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MATTEL INC,MAT,577081102,0000063276,3942,339930
011259,01,000003,19820831,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WAL-MART STORES INC,WMT,931142103,0000104169,5331,452990
009778,01,000003,19820930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SNAP-ON INC,SNA,833034101,0000091440,3420,332216
010016,01,000003,19820930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STANLEY BLACK & DECKER INC,SWK,854502101,0000093556,3540,333991
002435,01,000003,19821031,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROWN-FORMAN  -CL B,BF.B,115637100,0000014693,2085,312140
002435,01,000003,19821031,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROWN-FORMAN  -CL B,BF.B,115637209,0000014693,2085,312140
001690,01,000003,19821130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLE INC,AAPL,037833100,0000320193,3571,334111
008068,01,000003,19821231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OCCIDENTAL PETROLEUM CORP,OXY,674599105,0000797468,1311,211111
009299,01,000003,19821231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RYDER SYSTEM INC,R,783549108,0000085961,7510,532120
003362,01,000003,19830831,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONAGRA FOODS INC,CAG,205887102,0000023217,2000,31142
003362,01,000003,19830831,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONAGRA FOODS INC,CAG,205887409,0000023217,2000,31142
006733,01,000003,19830930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,L BRANDS INC,LB,501797104,0000701985,5621,448120
002136,01,000003,19831130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERIZON COMMUNICATIONS INC,VZ,92343V104,0000732712,4812,517210
009899,01,000003,19831130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AT&T INC,T,00206R201,0000732717,4812,517210
009899,01,000003,19831130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AT&T INC,T,00206R102,0000732717,4812,517210
006829,01,000003,19840229,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOWE'S COMPANIES INC,LOW,548661107,0000060667,5211,444110
008823,01,000003,19840430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PULTEGROUP INC,PHM,745867101,0000822416,1531,236117
001380,01,000003,19840531,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HESS CORP,HES,42809H107,0000004447,2911,324110
006774,01,000003,19840731,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOCKHEED MARTIN CORP,LMT,539830109,0000936468,3760,336414
005518,01,000003,19840930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HASBRO INC,HAS,418056107,0000046080,3944,339930
001988,01,000003,19841031,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BALL CORP,BLL,058498106,0000009389,3411,332431
009258,01,000003,19850131,20140818,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROWAN COMPANIES PLC,RDC,G7665A101,0000085408,1381,213111
001209,01,000003,19850430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AIR PRODUCTS & CHEMICALS INC,APD,009158106,0000002969,2810,325120
008030,01,000003,19850430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NUCOR CORP,NUE,670346105,0000073309,3312,331110
004145,01,000003,19850531,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PERKINELMER INC,PKI,714046109,0000031791,3826,334516
